معك	معك
غرفة	غرفة
تلاتة	ثلاثة
اربعة	اربعة
خمسة	خمسة
بدي	بدي
خدمة	خدمة
الغرف	الغرف
إذا	اذا
بتريد	بتريد
فيي	فيي
شوف	شوف
كتيب	كتيب
لرحلات	لرحلات
لمعالم	لمعالم
المدينة	المدينة
خدني	خدني
عأوتيل	عاوتيل
الفور	الفور
سيزونز	سيزونز
إذا	اذا
بتريد	بتريد
بدنا	بدنا
نفتح	نفتح
حساب	حساب
توفير	توفير
مشترك	مشترك
انا	انا
ومرتي	ومرتي
هالمنطقة	هالمنطقة
امنة	آمنة
للنسوان	للنسوان
تنين	اثنين
كبار	كبار
وولد	وولد
إذا	اذا
بتريد	بتريد
بالمناسبة	بالمناسبة
شو	شو
يعني	يعني
هيدي	هيدي
بي	بي
جيه	جي
خمستعش	خمستعش
عبيت	عبيت
تنكة	تنكة
بتاخد	بتاخذ
كرت	كرت
اي	اي
بي	بي
سي	سي
ما	ما
بتذكر	باتذكر
وين	وين
تركتو	تركته
لازم	لازم
ابعت	ابعث
هالبدلة	هالبدلة
عالتنضيف	عالتنضيف
ايه	ايه
هيدا	هيدا
مفتاح	مفتاح
غرفتي	غرفتي
بتجي	بتجي
مع	مع
صفحة	صفحة
تعليمات	تعليمات
اديه	قديه
اجار	اجار
البريد	البريد
عهالصورة	عهالصورة
شو	شو
خاصية	خاصية
الموسم	الموسم
فيي	فيي
رد	رد
هيدي	هيدي
إذا	اذا
بتريد	بتريد
قلي	قل لي
وين	وين
مقعدي	مقعدي
بدي	بدي
ضل	ضل
تحت	تحت
المية	المية
دولار	دولار
بعطلة	بعطلة
لا	لا
ما	ما
معي	معي
كتير	كثير
وقت	وقت
بس	بس
ترتيب	ترتيب
طلبت	طلبت
وجبة	وجبة
نباتية	نباتية
ما	ما
بعرف	باعرف
بالقياسات	بالقياسات
البريطانية	البريطانية
بدي	بدي
اشتري	اشتري
فيلم	فيلم
كوداك	كوداك
ريفيرسال	ريفيرسال
ستة	ستة
وتلاتين	وثلاثين
صورة	صورة
بدي	بدي
ابقى	ابقى
بعد	بعد
اديه	قديه
تقريبا	تقريبا
السعر	السعر
عواشنطن	عواشنطن
سكوير	سكوير
بارك	بارك
عندي	عندي
التهاب	التهاب
بالمهبل	بالمهبل
بدي	بدي
دليل	دليل
خاص	خاص
فيك	فيك
تبدلي	تبدل لي
هيدا	هيدا
إذا	اذا
بتريد	بتريد
بدي	بدي
اسالك	اسالك
عن	عن
نقطة	نقطة
رقم	رقم
تلاتة	ثلاثة
فهمت	فهمت
مزبوط	مظبوط
انو	انه
لازم	لازم
ادفع	ادفع
حوالة	حوالة
بنك	بنك
سمعت	سمعت
انو	انه
السفينة	السفينة
اتحطمت	اتحطمت
بالاعصار	بالاعصار
شو	شو
نوع	نوع
الغراض	الاغراض
لبدك	اللي بدك
ياها	ياها
شكرا	شكرا
كتير	كثير
الك	الك
كنت	كنت
كتير	كثير
خدوم	خدوم
شيك	شيك
اوت	اوت
إذا	اذا
بتريد	بتريد
فيك	فيك
تعطيني	تعطيني
بنج	بنج
بدي	بدي
شوف	شوف
كنيسة	كنيسة
ترينيتي	ترينيتي
رحلة	رحلة
خطوط	خطوط
يونايتد	يونايتد
خمسة	خمسة
تلاتة	ثلاثة
عندك	عندك
مانع	مانع
تعملي	تعمل لي
الغدا	الغدا
تبعي	تبعي
قبل	قبل
هيك	هيك
بساعة	بساعة
ببيعو	بيبيعوا
الكول	الكحول
بالمحل	بالمحل
شو	شو
الوراق	الوراق
لمطلوبة	المطلوبة
لفوت	لفوت
عأميركا	عاميركا
كتير	كثير
منيح	منيح
شكرا	شكرا
الك	الك
بدي	بدي
تعملي	تعمل لي
طقية	طاقية
جديدة	جديدة
بدي	بدي
شي	شي
للدوخة	للدوخة
هيدي	هيدي
البطاقة	البطاقة
لمقعد	لمقعد
اوركسترا	اوركسترا
انت	انت
بالبلكون	بالبلكون
اديه	قديه
بياخد	بياخذ
ترجيع	ترجيع
السيارة	السيارة
اوه	اوه
ليه	ليه
معذب	معذب
حالك	حالك
شكرا	شكرا
الك	الك
هيدا	هيدا
لكان	اللي كان
بدي	بدي
ياه	اياه
غير	غير
اللمبة	اللمبة
إذا	اذا
بتريد	بتريد
ايه	ايه
فيك	فيك
الغرفة	الغرفة
جاهزة	جاهزة
إذا	اذا
بتريد	بتريد
اكتب	اكتب
اسمك	اسمك
وعنوانك	وعنوانك
هون	هون
مافي	مافيه
شي	شي
مهم	مهم
بدي	بدي
رخصة	رخصة
لصيد	لصيد
سمك	سمك
اديه	قديه
لازم	لازم
ادفع	ادفع
بالساعة	بالساعة
اي	اي
ساعة	ساعة
التشك	التشك
ان	ان
بدي	بدي
اكل	آكل
محار	محار
ني	ني
إذا	اذا
بتريد	بتريد
جبولي	جيبوا لي
ترويقتي	ترويقتي
عالساعة	عالساعة
سبعة	سبعة
رح	رح
ابعتلك	ابعث لك
هيدي	هيدي
الصورة	الصورة
اسمك	اسمك
وعنوانك	وعنوانك
إذا	اذا
بتريد	بتريد
رح	رح
ادرس	ادرس
علوم	علوم
في	في
الجامعة	الجامعة
بعتذر	باعتذر
تأخرت	تأخرت
بالبدابة	بالبدابة
لازم	لازم
قول	قول
اني	اني
مني	ماني
مختص	مختص
بالأمر	بالامر
او	او
بمثل	بامثل
اي	اي
منظمة	منظمة
حكومية	حكومية
لبدي	اللي بدي
قلكن	قلكن
ياه	اياه
كلو	كله
وجهة	وجهة
نظري	نظري
الخاصة	الخاصة
مع	مع
هالمؤهل	هالمؤهل
بدي	بدي
احكي	احكي
عن	عن
وجهة	وجهة
نظري	نظري
ضيعتن	ضيعتهن
مبارح	مبارح
بعد	بعد
الظهر	الظهر
بدي	بدي
أعمل	اعمل
اتصال	اتصال
دولي	دولي
إذا	اذا
بتريد	بتريد
اطلبلي	اطلب لي
تلاتة	ثلاثة
اربعة	اربعة
ستة	ستة
تلاتة	ثلاثة
تمانة	ثمانة
واحد	واحد
تلاتة	ثلاثة
تلاتة	ثلاثة
بطوكيو	بطوكيو
روحة	روحة
رجعة	رجعة
إذا	اذا
بتريد	بتريد
قديه	قديه
بدا	بدها
لاوصل	لاوصل
عسوهو	عسوهو
مشي	مشي
مين	مين
ابرد	ابرد
بالشتا	بالشتا
اليابان	اليابان
او	او
استراليا	استراليا
حصل	حصل
شي	شي
طارئ	طارئ
وما	وما
قدر	قدر
يجي	يجي
هيدي	هيدي
جلد	جلد
مية	مية
بالمية	بالمية
فينا	فينا
ناخد	ناخذ
وجبة	وجبة
رح	رح
اخدك	آخذك
لهونيك	لهونيك
انا	انا
متاكد	متأكد
عطيتك	عطيتك
خمسين	خمسين
دولار	دولار
انبسطت	انبسطت
فيك	فيك
إذا	اذا
بتريد	بتريد
سلملي	سلم لي
كتير	كثير
ععيلتك	ععيلتك
كنت	كنت
حابب	حابب
بس	بس
للأسف	للاسف
لازم	لازم
روح	روح
يمكن	يمكن
ما	ما
لحق	الحق
اخر	آخر
ترين	ترين
انبسطت	انبسطت
حكيت	حكيت
معك	معك
عن	عن
اذنك	اذنك
بس	بس
انا	انا
ضايع	ضايع
وين	وين
المخرج	المخرج
من	من
زمان	زمان
كان	كان
في	في
عيد	عيد
لحصاد	لحصاد
الرز	الرز
المشي	المشي
بيوجع	بيوجع
سمكة	سمكة
مهرج	مهرج
عنزالمي	عنز المي
لحقتني	لحقتني
شو	شو
هيدا	هيدا
الملفوف	الملفوف
بالورق	بالورق
الأبيض	الابيض
كم	كم
محطة	محطة
لحوض	لحوض
السمك	السمك
شوف	شوف
معلمين	معلمين
الشفاف	الشفاف
ايه	ايه
اديه	قديه
الو	قله
هيك	هيك
بعتذر	باعتذر
ما	ما
عرفت	عرفت
انك	انك
جاي	جاي
اليوم	اليوم
بسمع	بسمع
ريشينغر	ريشينغر
يستعمل	يستعمل
كتير	كثير
باليابان	باليابان
شو	شو
بيعني	بيعني
فيك	فيك
توصل	توصل
هيدا	هيدا
الفستان	الفستان
علأوتيل	علاوتيل
تبعي	تبعي
بعد	بعد
ما	ما
تزبط	تظبط
الطول	الطول
بروح	بيروح
هيدا	هيدا
الباص	الباص
عغرين	عغرين
بارك	بارك
بدي	بدي
اعمل	اعمل
طلبية	طلبية
ترويقة	ترويقة
إذا	اذا
بتريد	بتريد
فيك	فيك
تصدرلي	تصدر لي
باسبورمؤقت	باسبور مؤقت
بتعرف	بتعرف
حكيم	حكيم
نسائي	نسائي
قريب	قريب
من	من
هون	هون
من	من
وين	وين
فيني	فيني
اشتري	اشتري
جلد	جلد
طبيعي	طبيعي
بسعر	بسعر
معقول	معقول
اكيد	اكيد
عنا	عننا
مكدسين	مكدسين
هونيك	هونيك
شايف	شايف
المذكرات	المذكرات
بينباعوا	بينباعوا
متل	مثل
الكيك	الكيك
السخن	السخن
لا	لا
مع	مع
كريم	كريم
إذا	اذا
بتريد	بتريد
بدي	بدي
احجز	احجز
طاولة	طاولة
للعشا	للعشا
الليلة	الليلة
بدي	بدي
مشروب	مشروب
ميثو	ميثو
بدي	بدي
اكد	اكد
حجزي	حجزي
حد	حد
مكتب	مكتب
الخطوط	الخطوط
الجوية	الجوية
السنغافورية	السنغافورية
هونيك	هونيك
رح	رح
توصلي	توصل لي
هالكمبيوتر	هالكمبيوتر
الشخصي	الشخصي
صح	صح
عيونك	عيونك
حلوين	حلوين
عن	عن
اذنك	اذنك
بتروح	بتروح
عالتالت	عالثالث
والسبعة	والسبعة
وعشرين	وعشرين
لازم	لازم
روح	روح
هلا	هلق
إذا	اذا
بتريد	بتريد
قلي	قل لي
اسماء	اسماء
مطاعم	مطاعم
منيحة	منيحة
اوه	اوه
عنجد	عن جد
كتير	كثير
حلو	حلو
مبين	مبين
حلو	حلو
عليك	عليك
لوين	لوين
رايح	رايح
الضباط	الضباط
معنا	معنا
مذكرة	مذكرة
تفتيش	تفتيش
فتاح	افتاح
بدي	بدي
تذكرتين	تذكرتين
لعرض	لعرض
الساعة	الساعة
تمانة	ثمانة
شكرا	شكرا
الطقس	الطقس
مجنون	مجنون
دايما	دايما
بلندن	بلندن
ما	ما
حبيت	حبيت
هيدا	هيدا
النوع	النوع
اي	اي
طريق	طريق
لبرلين	لبرلين
ضيعت	ضيعت
عقدي	عقدي
عم	عم
عيط	عيط
للحارس	للحارس
هالرحلة	هالرحلة
رح	رح
تفل	تفل
عالوقت	عالوقت
ايه	ايه
رح	رح
خلي	خلي
هالشي	هالشي
ببالي	ببالي
لانو	لانه
رح	رح
حضر	حضر
هالسلمون	هالسلمون
بطريقة	بطريقة
المونير	المونير
بدي	بدي
اتصال	اتصال
تفيق	تفيق
إذا	اذا
بتريد	بتريد
حطو	حطه
بكيس	بكيس
إذا	اذا
بتريد	بتريد
بجيب	بجيب
شي	شي
لنشربو	لنشربه
بس	بس
نطير	نطير
منخبرك	منخبرك
أكتر	اكثر
عن	عن
خدمتنا	خدمتنا
لليوم	لليوم
بهالوأت	بهالوقت
إذا	اذا
في	في
أيا	اي
شي	شي
منقدر	منقدر
نعملوا	نعمله
تا	تا
تستمتع	تستمتع
أكتر	اكثر
بسفرتك	بسفرتك
طلوب	اطلوب
وما	وما
تتردد	تتردد
كل	كل
مرة	مرة
بفشل	بافشل
بنجح	بانجح
تاني	ثاني
مرة	مرة
أديش	قديش
بتكلف	بتكلف
تودايتو	تودايته
شو	شو
دارج	دارج
هلأ	هلق
بس	بس
تخلص	تخلص
مع	مع
الشرطة	الشرطة
اتصل	اتصل
فيني	فيني
مرة	مرة
تاني	ثاني
تأعطيك	تاعطيك
الأرأم	الارقام
التانيين	الثانيين
اللي	اللي
عايزون	عايزهن
عأديش	عقديش
وقت	وقت
لازم	لازم
نعمل	نعمل
العقد	العقد
كاس	كاس
شابلي	شابلي
متل	مثل
العادة	العادة
إزا	اذا
بتريد	بتريد
بدي	بدي
صرف	صرف
هالمصاري	هالمصاري
بالجنيه	بالجنيه
أنا	انا
من	من
إسرائيل	اسرائيل
فينا	فينا
ناخد	ناخذ
أشة	قشة
إزا	اذا
بتريد	بتريد
بعتئد	باعتقد
إنك	انك
آعد	قاعد
على	على
مأعدي	مقعدي
بهيدي	بهيدي
الحالة	الحالة
ما	ما
عنا	عننا
وأت	وقت
كفاية	كفاية
بتعمول	بتعمول
فروضك	فروضك
ضربني	ضربني
شو	شو
رأيك	رأيك
بالتلاتا	بالثلاثا
جايي	جاي
من	من
روسيا	روسيا
هيدا	هيدا
فيلم	فيلم
سريع	سريع
كتير	كثير
بقدر	باقدر
طلع	طلع
الفيلم	الفيلم
طلبية	طلبية
كولسلو	كولسلو
لبرا	لبرا
إزا	اذا
بتريد	بتريد
بعتزر	باعتذر
بس	بس
لازم	لازم
نروح	نروح
التفسير	التفسير
بالإنكليزي	بالانكليزي
هيدي	هيدي
كاسكاد	كاسكاد
ليمتد	ليمتد
شو	شو
الئياس	القياس
بالسنتيمتر	بالسنتيمتر
ممكن	ممكن
إشتري	اشتري
ربع	ربع
رطل	رطل
لحمة	لحمة
كنت	كنت
إلعب	العب
كاراتيه	كاراتيه
بس	بس
كنت	كنت
بالمدرسة	بالمدرسة
أها	اها
بدي	بدي
شي	شي
خمس	خمس
دئايئ	دقايق
بوصل	باوصل
صوب	صوب
الساعة	الساعة
سبعة	سبعة
من	من
عشية	عشية
للأسف	للاسف
كل	كل
الغرف	الغرف
الفرداويات	الفرداويات
محجوزين	محجوزين
بس	بس
بعد	بعد
عنا	عننا
كم	كم
أوضة	اوضة
مجوزة	مجوزة
معك	معك
دانهيل	دانهيل
هلأ	هلق
بعدني	بعدني
واصل	واصل
عالمطار	عالمطار
بتئترح	بتقترح
عليي	علي
كم	كم
مطرح	مطرح
روح	روح
عليون	عليهن
وإرجع	وارجع
بيوم	بيوم
واحد	واحد
بدي	بدي
شوف	شوف
هالأميص	هالقميص
عملت	عملت
غلطة	غلطة
بقدر	باقدر
آخد	آخذ
واحد	واحد
جديد	جديد
ويت	وين
الكتب	الكتب
اللي	اللي
فيون	فيهن
صور	صور
بالعادي	بالعادي
هوي	هو
بخمسة	بخمسة
وتلاتين	وثلاثين
دولار	دولار
بس	بس
اليوم	اليوم
عاملين	عاملين
خصم	خصم
خمسة	خمسة
وعشرين	وعشرين
بالمية	بالمية
فبصير	فبيصير
بس	بس
بستة	بستة
وعشرين	وعشرين
دولار	دولار
وخمسة	وخمسة
وعشرين	وعشرين
سنت	سنت
عبالي	عبالي
إلعب	العب
تينس	تنس
مع	مع
حدا	حدا
إي	اي
هودي	هودي
الألوان	الالوان
دارجين	دارجين
هلأ	هلق
فيك	فيك
تعطيني	تعطيني
صحن	صحن
جديد	جديد
لهودي	لهودي
طيب	طيب
بس	بس
كاس	كاس
واحد	واحد
بس	بس
فيك	فيك
تنصحني	تنصحني
بنبيد	بنبيذ
طيب	طيب
شي	شي
مؤسف	مؤسف
إنو	انه
رح	رح
نلغي	نلغي
بس	بس
ما	ما
فينا	فينا
نعمل	نعمل
شي	شي
هيدا	هيدا
هوي	هو
الزلمي	الزلمه
بقدر	باقدر
آخد	آخذ
هيدا	هيدا
معي	معي
هلأ	هلق
هيدا	هيدا
أكتر	اكثر
شي	شي
بحبو	باحبه
انشالله	ان شاء الله
تنبسط	تنبسط
فيك	فيك
تنصحني	تنصحني
بمطعم	بمطعم
منيح	منيح
أريب	قريب
من	من
هون	هون
بيكونو	بيكونوا
مية	مية
ووخمسة	وخمسة
وعشرين	وعشرين
دولار	دولار
يا	يا
مادام	مادام
في	فيه
شي	شي
مطعم	مطعم
مرتب	مرتب
بطل	بيطل
عمنظر	عمنظر
حلو	حلو
أريب	قريب
من	من
هون	هون
بدي	بدي
وظيفة	وظيفة
مع	مع
الحكومة	الحكومة
هيدا	هيدا
الترين	الترين
بروح	بيروح
دغري	دغري
عسياتل	عسياتل
خمستعش	خمستعش
تموز	تموز
أيمتا	ايمتى
أول	اول
عرض	عرض
عندو	عنده
تشكيلة	تشكيلة
حلوة	حلوة
من	من
البرونز	البرونز
وين	وين
موجوع	موجوع
شو	شو
في	فيه
شي	شي
رخيص	رخيص
ومنيح	ومنيح
باي	باي
بأديش	بقديش
هول	هول
فيك	فيك
تكتب	تكتب
السعر	السعر
عورأة	عورقة
هالسيارة	هالسيارة
رايحة	رايحة
عشيكاغو	عشيكاغو
ما	ما
حبيتن	حبيتهن
إزا	اذا
بتريد	بتريد
ما	ما
تحط	تحط
فيون	فيهن
سمك	سمك
أنشوفة	انشوفة
طيب	طيب
مبين	مبين
بسلي	بيسلي
شو	شو
رأيك	رأيك
بنهار	بنهار
السبت	السبت
الساعة	الساعة
تنان	اثنين
بعتزر	باعتذر
الليلة	الليلة
مفولين	مفولين
وين	وين
موجود	موجود
عالخريطة	عالخريطة
انشالله	ان شاء الله
تنبسط	تنبسط
رح	رح
نبلش	نبلش
باستدعاء	باستدعاء
الركاب	الركاب
اللي	اللي
معون	معهن
ولاد	اولاد
والركاب	والركاب
اللي	اللي
بدون	بدهن
مساعدة	مساعدة
خاصة	خاصة
وركاب	وركاب
الدرجة	الدرجة
الأولى	الاولى
أكيد	اكيد
تفضل	تفضل
في	فيه
شي	شي
رحلات	رحلات
عبيوت	عبيوت
نجوم	نجوم
مشهورين	مشهورين
وجع	وجع
سنان	اسنان
كتير	كثير
أوي	قوي
وما	وما
بينحمل	بينحمل
فيك	فيك
تئلي	تقل لي
كيف	كيف
بوصل	باوصل
لهونيك	لهونيك
فيك	فيك
تاخد	تاخذ
المصعد	المصعد
رأم	رقم
واحد	واحد
أو	او
المصعد	المصعد
رأم	رقم
تنان	اثنين
كيف	كيف
بقدر	باقدر
جيب	جيب
دفتر	دفتر
سواءة	سواقة
جيت	جيت
تا	تا
آخد	آخذ
سيارة	سيارة
هيدا	هيدا
رأم	رقم
حجزي	حجزي
سألت	سألت
عن	عن
القسم	القسم
اللي	اللي
مافي	مافيه
تدخين	تدخين
بقدر	باقدر
آخد	آخذ
مأعد	مقعد
تاني	ثاني
فيك	فيك
تفرجيني	تفرجيني
كيف	كيف
بعبو	بيعبوا
بطاءة	بطاقة
هجرة	هجرة
إزا	اذا
بتريد	بتريد
أي	اي
ساعة	ساعة
لازم	لازم
نرجع	نرجع
شو	شو
هوي	هو
أوبون	اوبون
أي	اي
ساعة	ساعة
بيخلص	بيخلص
بيئدرو	بيقدروا
الولاد	الاولاد
يروحو	يروحوا
عالجولة	عالجولة
من	من
دون	دون
مرافئة	مرافقة
الكبار	الكبار
وين	وين
بقدر	باقدر
دخن	دخن
بدي	بدي
ستيك	ستيك
مش	مش
مستوية	مستوية
وين	وين
بائي	باقي
بدي	بدي
أوضة	اوضة
بتختين	بتختين
بتطل	بتطل
عالمحيط	عالمحيط
أديس	قديش
أجار	اجار
الأوضة	الاوضة
ويسكي	ويسكي
دابل	دابل
إزا	اذا
بتريد	بتريد
بقدر	باقدر
إستعمل	استعمل
هيدي	هيدي
العربة	العربة
تبع	تبع
الشنط	الشنط
يي	يي
شو	شو
هالحظ	هالحظ
البشع	البشع
لازم	لازم
كون	كون
بلوس	بلوس
أنجلس	انجلس
الجمعة	الجمعة
الصبح	الصبح
أخدت	اخذت
نئطة	نقطة
بورصة	بورصة
وال	وال
ستريت	ستريت
مفتوحة	مفتوحة
لعامة	لعامة
الناس	الناس
بدي	بدي
شي	شي
عرضو	عرضه
واسع	واسع
إزا	اذا
بتريد	بتريد
فرجيني	فرجيني
بطاءة	بطاقة
الرجعة	الرجعة
تركت	تركت
كتاب	كتاب
المواعيد	المواعيد
بكابين	بكابين
التليفون	التلفون
بتروح	بتروح
معي	معي
تا	تا
نبش	نبش
عالماسك	عالماسك
تبعي	تبعي
صابتني	صابتني
دوخة	دوخة
الطيارة	الطيارة
بعد	بعد
إزنك	اذنك
بقدر	باقدر
إتصور	اتصور
معك	معك
إزا	اذا
بتريد	بتريد
بدنا	بدنا
نعزمك	نعزمك
عالعشا	عالعشا
بكرا	بكرة
من	من
عشية	عشية
بدي	بدي
مئلاية	مقلاية
هيدا	هيدا
الترين	الترين
بيمرأ	بيمرق
بإل	بال
باسو	باسو
أديش	قديش
حأون	حقهن
مع	مع
بعض	بعض
إزا	اذا
بدي	بدي
إشتري	اشتري
تلاتة	ثلاثة
ممنوع	ممنوع
التدخين	التدخين
إزا	اذا
بتريد	بتريد
بقدر	باقدر
غير	غير
هالبطاءات	هالبطاقات
لعرض	لعرض
بكرا	بكرة
بقدر	باقدر
إتسجل	اتسجل
هون	هون
للسفرة	للسفرة
عخطوط	عخطوط
يونايتد	يونايتد
الجوية	الجوية
لازم	لازم
نلبوس	نلبس
كبوت	كبوت
وكرافات	وكرافات
كرمال	كرمال
جولة	جولة
الليل	الليل
فيك	فيك
تشيل	تشيل
السعر	السعر
لإزا	اذا
بتريد	بتريد
أولك	قولك
أديش	قديش
بكلف	بيكلف
من	من
هون	هون
للمطار	للمطار
وين	وين
مصنوع	مصنوع
إنت	انت
مش	مش
صيني	صيني
ما	ما
هيك	هيك
بقدر	باقدر
إسألك	اسألك
شو	شو
إسمك	اسمك
إزا	اذا
بتريد	بتريد
فرجيني	فرجيني
صورة	صورة
عن	عن
هويتك	هويتك
تلميز	تلميذ
واحد	واحد
إزا	اذا
بتريد	بتريد
بقدر	باقدر
سوء	سوق
مراءبة	مراقبة
المخزون	المخزون
كتير	كثير
مهمة	مهمة
لكل	لكل
شركة	شركة
سمت	سمعت
الأخبار	الاخبار
فيك	فيك
تحملي	تحمل لي
الشنطة	الشنطة
عالتاكسي	عالتاكسي
شامبو	شامبو
إزا	اذا
بتريد	بتريد
الغدا	الغدا
جاهز	جاهز
عندك	عندك
شي	شي
وجبة	وجبة
خفيفة	خفيفة
بتلبأ	بتلبق
مع	مع
المشروب	المشروب
تبعي	تبعي
بحكي	باحكي
شوية	شوية
إنكليزي	انكليزي
بس	بس
البحر	البحر
هايج	هايج
الليلة	الليلة
شي	شي
نص	نص
ساعة	ساعة
عم	عم
فتش	فتش
عهدية	عهدية
لولد	لولد
زغير	صغير
بعتئد	باعتقد
إنو	انه
هيدا	هيدا
النوع	النوع
اللي	اللي
بدنا	بدنا
نستوردو	نستورده
سيارتي	سيارتي
تعطلت	تعطلت
بدي	بدي
بلاطة	بلاطة
عالسريع	عالسريع
بدي	بدي
كتاب	كتاب
مصور	مصور
إزا	اذا
بتريد	بتريد
إزا	اذا
بتريد	بتريد
استعملو	استعمله
كصينية	كصينية
رح	رح
تروح	تروح
عمدرسة	عمدرسة
لف	لف
عاليمين	عاليمين
بتلائي	بتلاقي
واحد	واحد
عتاني	عثاني
زاوية	زاوية
فيك	فيك
تاخد	تاخذ
سيارة	سيارة
دغري	دغري
برات	برات
هالباب	هالباب
مش	مش
مشكلة	مشكلة
معنا	معنا
كتير	كثير
وأت	وقت
أي	اي
واحد	واحد
مشهور	مشهور
أكتر	اكثر
صارت	صارت
الإصة	القصة
بين	بين
منطئة	منطقة
تشارينغ	تشيرنغ
كروس	كروس
وغرين	وغرين
بارك	بارك
شوية	شوية
فواكة	فواكه
إزا	اذا
بتريد	بتريد
بتمارس	بتمارس
شي	شي
نوع	نوع
رياضة	رياضة
مسافة	مسافة
مشي	مشي
أو	او
كتير	كثير
بعيد	بعيد
تالواحد	تالواحد
يمشي	يمشي
عندي	عندي
حفلة	حفلة
الليلة	الليلة
ظبطلي	ظبط لي
شعري	شعري
إزا	اذا
بتريد	بتريد
كيف	كيف
بلتفظ	بيلتفظ
إسم	اسم
هالمطرح	هالمطرح
أديش	قديش
ميزانية	ميزانية
دعايتك	دعايتك
بدي	بدي
شي	شي
مطرح	مطرح
إئدر	اقدر
آكل	آكل
في	فيه
أكل	اكل
محلي	محلي
بدي	بدي
فل	فل
بأأرب	باقرب
وأت	وقت
ممكن	ممكن
في	فيه
شي	شي
سفرة	سفرة
أبكر	ابكر
بشكرك	باشكرك
عكل	عكل
نصايحك	نصايحك
إنت	انت
كتير	كثير
آدمي	آدمي
بدنا	بدنا
طاولة	طاولة
حد	حد
الشباك	الشباك
بدي	بدي
إرجع	ارجع
عالأوتيل	عالاوتيل
تلائي	تلاقي
كاميرتي	كاميرتي
بدي	بدي
أعمل	اعمل
إتصال	اتصال
من	من
محطة	محطة
لمحطة	لمحطة
عطوكيو	عطوكيو
إزا	اذا
بتريد	بتريد
أي	اي
واحد	واحد
جونغفرو	جونغفرو
فيك	فيك
تعملو	تعمله
بنص	بنص
ساعة	ساعة
إي	اي
رح	رح
جيب	جيب
لعبة	لعبة
يابانية	يابانية
لرفيئي	لرفيقي
هودي	هودي
أعاصير	اعاصير
إزا	اذا
ضربو	ضربوا
اليابان	اليابان
بسببو	بيسببوا
كوارس	كوارث
كبيرة	كبيرة
بدي	بدي
نسخة	نسخة
طبء	طبق
الأصل	الاصل
للي	للي
رايدرز	رايدرز
ألف	الف
وتسعمية	وتسعمية
وأربعة	واربعة
وأربعين	واربعين
موديل	موديل
مية	مية
وواحد	وواحد
إي	اي
بس	بس
إزا	اذا
بتريد	بتريد
ما	ما
تخليون	تخليهن
بوحو	يروحوا
عالطرف	عالطرف
الغميء	الغميق
من	من
الجاكوزي	الجاكوزي
أي	اي
ساعة	ساعة
بتفتح	بتفتح
في	فيه
واحد	واحد
بآخر	بآخر
هالصالة	هالصالة
معك	معك
سوجيتا	سوجيتا
من	من
الأوضة	الاوضة
ألف	الف
وتلاتمية	وثلاثمية
وعشرين	وعشرين
هلأ	هلق
سجلت	سجلت
دخولي	دخولي
بس	بس
طلعت	طلعت
الأوضة	الاوضة
أزغر	اصغر
مما	مما
توئعت	توقعت
بقدر	باقدر
غيرا	غيرها
أديش	قديش
كبرو	كبروا
أديش	قديش
رح	رح
تضل	تضل
بمدينة	بمدينة
نيويورك	نيويورك
رسملي	ارسم لي
خريطة	خريطة
إزا	اذا
بتريد	بتريد
صرلي	صار لي
خمس	خمس
تيام	ايام
معدتي	معدتي
كاتمة	كاتمة
بتعيرني	بتعيرني
حبل	حبل
للأطر	للقطر
رح	رح
تئدر	تقدر
تبعت	تبعث
هيدي	هيدي
بالبريد	بالبريد
بقدر	باقدر
آخد	آخذ
خردل	خردل
بس	بس
إطلع	اطلع
برا	برا
البلد	البلد
بفؤد	بفقد
عألي	عقلي
بصير	بصير
إصروف	اصرف
مصرياتي	مصرياتي
شمال	شمال
ويمين	ويمين
بقدر	باقدر
آخد	آخذ
بطاءتين	بطاقتين
للي	للي
ميزيرابل	ميزيرابل
لعرض	لعرض
سبعة	سبعة
حزيران	حزيران
بدي	بدي
وعي	وعي
للأكل	للاكل
كتير	كثير
منيح	منيح
شكرا	شكرا
وإنت	وانت
في	فيه
براد	براد
مليان	مليان
مشروبات	مشروبات
بالسيارة	بالسيارة
من	من
ورا	ورا
عن	عن
جد	جد
ما	ما
كنت	كنت
عارف	عارف
شو	شو
فئة	فئة
دمك	دمك
شارع	شارع
هيودسون	هدسون
المحطة	المحطة
التالتة	الثالثة
صورنا	صورنا
صورة	صورة
إزا	اذا
بتريد	بتريد
حافظت	حافظت
عأرأم	عارقام
شيكاتك	شيكاتك
أيمتا	ايمتى
ووين	ووين
بقدر	باقدر
آخدو	آخذه
إزا	اذا
بتريدو	بتريدوا
زبطو	ظبطوا
مئاعدكون	مقاعدكن
بوضعية	بوضعية
جالسة	جالسة
بعتزر	باعتذر
عالإزعاج	عالازعاج
بقدر	باقدر
آخد	آخذ
ألم	قلم
مي	مي
أحمر	احمر
فيك	فيك
تطلبلنا	تطلب لنا
تاكسي	تاكسي
رح	رح
إرجع	ارجع
رح	رح
إدفع	ادفع
من	من
التأمين	التأمين
عيوني	عيوني
ملتهبين	ملتهبين
بشكرك	باشكرك
نفس	نفس
الشي	الشي
بس	بس
لازم	لازم
روح	روح
بعتئد	باعتقد
في	فيه
غلط	غلط
بالفاتورة	بالفاتورة
فيك	فيك
